"Case_study";"Scenario";"ID_scenario";"Fleet_segment";"Species";"Year";"Variable";"Value";"Unit";"Comments"
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[tot.landings.day]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[tot.landings.vessel]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[tot.revenues.day]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[tot.revenues.vessel]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[GVA.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[GCF.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[net.profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[CR.BER]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[vessel.util.ratio]";"120000";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[RoFTA]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet4";"ALL";"1998";"Economic.indicators[NP.cap.value]";"2";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"VESSELS.annual";"1";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"GT.average.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"GT.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"KW.average.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"KW.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"DAYS.average.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"DAYS.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"MAXDAYS.average.annual";"0";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"GT.DAYS.annual";"12";"GT*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"KW.DAYS.annual";"12";"KW*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"total.landings";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"total.discards";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"total.revenues.landing";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"total.revenues.discard";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"total.revenues";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"other.income";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"total.income";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"variable.cost[tot.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"variable.cost[fuel.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"variable.cost[commercial.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"variable.cost[other.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"fuel.price";"0";"€/l";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"fixed.cost[tot.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"fixed.cost[maint.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"fixed.cost[other.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"fixed.cost[ess.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"fixed.cost[avoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"fixed.cost[unavoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"new.equipment.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"labour.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"capital.cost[tot.cap.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"capital.cost[depreciation]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"capital.cost[interest]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"total.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"gross.value.added";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"gross.cash.flow";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"investment[number]";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"investment[value]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"capital.value";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"taxes";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"net.profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"employment";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"average.wage";"1";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"technology";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[break.even.revenue]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[ROI]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[NPV.discounted]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[tot.landings.day]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[tot.landings.vessel]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[tot.revenues.day]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[tot.revenues.vessel]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[GVA.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[GCF.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[net.profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[CR.BER]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[vessel.util.ratio]";"120000";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[RoFTA]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet5";"ALL";"1998";"Economic.indicators[NP.cap.value]";"2";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"VESSELS.annual";"5";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"GT.annual";"5";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"KW.annual";"5";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"DAYS.annual";"60";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"GT.DAYS.annual";"60";"GT*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"KW.DAYS.annual";"60";"KW*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"total.landings";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"total.discards";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"total.revenues";"0.003";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"total.revenues.landing";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"total.revenues.discard";"0.002";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"other.income";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"total.income";"0.004";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"variable.cost[tot.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"variable.cost[fuel.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"variable.cost[commercial.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"variable.cost[other.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"fixed.cost[tot.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"fixed.cost[maint.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"fixed.cost[other.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"fixed.cost[ess.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"fixed.cost[avoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"fixed.cost[unavoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"new.equipment.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"labour.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"capital.cost[tot.cap.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"capital.cost[depreciation]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"capital.cost[interest]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"total.cost";"0.002";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"gross.value.added";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"gross.cash.flow";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"investment[number]";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"investment[value]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"capital.value";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"taxes";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"net.profit";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"employment";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Min.national.wage";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"average.wage";"1";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[break.even.revenue]";"0.002";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[CR.BER]";"1.5";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[NP.cap.value]";"2";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[ROI]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[tot.landings.day]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[tot.landings.vessel]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[tot.revenues.day]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[tot.revenues.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[GVA.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[GCF.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"ALL";"ALL";"1998";"Economic.indicators[net.profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"VESSELS.annual";"1";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"GT.average.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"GT.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"KW.average.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"KW.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"DAYS.average.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"DAYS.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"MAXDAYS.average.annual";"0";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"GT.DAYS.annual";"12";"GT*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"KW.DAYS.annual";"12";"KW*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"total.landings";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"total.discards";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"total.revenues.landing";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"total.revenues.discard";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"total.revenues";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"other.income";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"total.income";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"variable.cost[tot.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"variable.cost[fuel.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"variable.cost[commercial.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"variable.cost[other.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"fuel.price";"0";"€/l";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"fixed.cost[tot.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"fixed.cost[maint.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"fixed.cost[other.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"fixed.cost[ess.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"fixed.cost[avoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"fixed.cost[unavoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"new.equipment.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"labour.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"capital.cost[tot.cap.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"capital.cost[depreciation]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"capital.cost[interest]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"total.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"gross.value.added";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"gross.cash.flow";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"investment[number]";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"investment[value]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"capital.value";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"taxes";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"net.profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"employment";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"average.wage";"1";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"technology";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[break.even.revenue]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[ROI]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[NPV.discounted]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[tot.landings.day]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[tot.landings.vessel]";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[tot.revenues.day]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[tot.revenues.vessel]";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[GVA.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[GCF.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[net.profit.vessel]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[CR.BER]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[vessel.util.ratio]";"120000";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[RoFTA]";"1";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet1";"ALL";"1999";"Economic.indicators[NP.cap.value]";"2";"";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"VESSELS.annual";"1";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"GT.average.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"GT.annual";"1";"GT";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"KW.average.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"KW.annual";"1";"KW";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"DAYS.average.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"DAYS.annual";"12";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"MAXDAYS.average.annual";"0";"days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"GT.DAYS.annual";"12";"GT*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"KW.DAYS.annual";"12";"KW*days";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"total.landings";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"total.discards";"0";"kg";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"total.revenues.landing";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"total.revenues.discard";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"total.revenues";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"other.income";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"total.income";"0.001";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"variable.cost[tot.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"variable.cost[fuel.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"variable.cost[commercial.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"variable.cost[other.var.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"fuel.price";"0";"€/l";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"fixed.cost[tot.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"fixed.cost[maint.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"fixed.cost[other.fix.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"fixed.cost[ess.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"fixed.cost[avoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"fixed.cost[unavoid.main.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"new.equipment.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"labour.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"capital.cost[tot.cap.cost]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"capital.cost[depreciation]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"capital.cost[interest]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"total.cost";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"gross.value.added";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"gross.cash.flow";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"investment[number]";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"investment[value]";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"capital.value";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"taxes";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"net.profit";"0";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"employment";"0";"number";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"average.wage";"1";"€";""
"SW_Task35";"Diagnosis";"Diagnosis--";"Fleet2";"ALL";"1999";"technology";"1";"";""
